"idclient","idcompany","idmember","idaccount","idcategory","defaultcategory","period_yyyymm","monthly_total"
1,"52","599191",INT85606,Other,Other,"2026-01",1845.45
1,"52","599191",INT96732,Other,Other,"2026-01",800.00
1,"52","599191",INT96731,Other,Other,"2026-01",7558.68
1,"52","599191",INT96728,Other,Other,"2026-01",475.68
1,"52","599191",INT96726,Other,Other,"2026-01",606963.80
1,"52","599191",INT934097,Other,Other,"2026-01",3000.00
1,"52","599191",INT93937,Other,Other,"2026-01",28743.44
1,"52","599191",INT5,Other,Other,"2026-01",3178.92
1,"52","599191",INT79027,Shopping,Shopping,"2026-01",24.16
1,"52","599191",INT419874,Groceries,Groceries,"2025-12",198.00
1,"52","599191",INT419874,Other,Other,"2025-12",22.36
1,"52","599191",INT4,Other,Other,"2025-12",72787.58
1,"52","599191",INT79027,Other,Other,"2025-12",24405.24
1,"52","599191",INT5,Other,Other,"2025-12",9836.24
1,"52","599191",INT96727,Other,Other,"2025-12",32.00
1,"52","599191",INT96726,Other,Other,"2025-12",1628.00
1,"52","599191",INT96728,Other,Other,"2025-12",29635.44
1,"52","599191",INT79027,Shopping,Shopping,"2025-12",12.08
1,"52","599191",INT79027,Gas,Gas,"2025-11",4.00
1,"52","599191",INT79027,Other,Other,"2025-11",16051.06
1,"52","599191",INT96726,Other,Other,"2025-11",21961.08
1,"52","599191",INT4,Other,Other,"2025-11",22391.84
1,"52","599191",INT413500,Other,Other,"2025-11",999.74
1,"52","599191",INT419874,Other,Other,"2025-11",452.46
1,"52","599191",INT5,Other,Other,"2025-11",5179.78
1,"52","599191",INT79027,Travel & trips,Travel & trips,"2025-11",2.00
1,"52","599191",INT419874,Home & rent,Home & rent,"2025-10",132.00
1,"52","599191",INT419874,Other,Other,"2025-10",4050.00
1,"52","599191",INT4,Other,Other,"2025-10",35292.32
1,"52","599191",INT5,Other,Other,"2025-10",3900.00
1,"52","599191",INT96726,Other,Other,"2025-10",5600.00
1,"52","599191",INT80257,Other,Other,"2025-10",400.00
1,"52","599191",INT79027,Other,Other,"2025-10",73266.62
1,"52","599191",INT83361,Bills & utilities,Bills & utilities,"2025-09",400.00
1,"52","599191",INT79027,Other,Other,"2025-09",24116.26
1,"52","599191",INT83361,Other,Other,"2025-09",1000.00
1,"52","599191",INT5,Other,Other,"2025-09",13917.80
1,"52","599191",INT4,Other,Other,"2025-09",24630.32
1,"52","599191",INT419874,Other,Other,"2025-09",4.00
1,"52","599191",INT96728,Other,Other,"2025-09",2000.00
1,"52","599191",INT96726,Other,Other,"2025-09",9604.00
1,"52","599191",INT96726,Other,Other,"2025-08",3600.00
1,"52","599191",INT96732,Other,Other,"2025-08",23.40
1,"52","599191",INT5,Other,Other,"2025-08",1893.78
1,"52","599191",INT79027,Other,Other,"2025-08",29416.66
1,"52","599191",INT4,Other,Other,"2025-08",20951.12
1,"52","599191",INT79027,Transfers & payments,Transfers & payments,"2025-08",4.20
1,"52","599191",INT79027,Other,Other,"2025-07",20651.46
1,"52","599191",INT5,Other,Other,"2025-07",1789.06
1,"52","599191",INT96726,Other,Other,"2025-07",2800.00
1,"52","599191",INT4,Other,Other,"2025-07",21474.36
1,"52","599191",INT419874,Other,Other,"2025-07",92.12
1,"52","599191",INT419874,Transfers & payments,Transfers & payments,"2025-07",64.00
1,"52","599191",INT419874,Other,Other,"2025-06",4.00
1,"52","599191",INT4,Other,Other,"2025-06",25931.40
1,"52","599191",INT5,Other,Other,"2025-06",6006.08
1,"52","599191",INT80257,Other,Other,"2025-06",4.00
1,"52","599191",INT79027,Other,Other,"2025-06",38832.04
1,"52","599191",INT96726,Other,Other,"2025-06",2000.00
1,"52","599191",INT5,Taxes & fees,Taxes & fees,"2025-06",20.00
1,"52","599191",INT79027,Transfers & payments,Transfers & payments,"2025-06",46.40
1,"52","599191",INT79027,Other,Other,"2025-05",9655.18
1,"52","599191",INT96726,Other,Other,"2025-05",1600.00
1,"52","599191",INT4,Other,Other,"2025-05",20275.78
1,"52","599191",INT5,Other,Other,"2025-05",2627.64
1,"52","599191",INT5,Other,Other,"2025-04",22439.44
1,"52","599191",INT96731,Other,Other,"2025-04",4594.74
1,"52","599191",INT96728,Other,Other,"2025-04",428.66
1,"52","599191",INT96726,Other,Other,"2025-04",256213.86
1,"52","599191",INT85606,Other,Other,"2025-04",1007.49
1,"52","599191",INT79027,Other,Other,"2025-04",7506.86
1,"52","599191",INT419874,Other,Other,"2025-04",4305.98
1,"52","599191",INT413500,Other,Other,"2025-04",2869.02
1,"52","599191",INT4,Other,Other,"2025-04",9531.32
1,"52","599191",INT419874,Transfers & payments,Transfers & payments,"2025-04",66.40
1,"52","599191",INT419874,Other,Other,"2025-03",72769.08
1,"52","599191",INT4,Other,Other,"2025-03",20050.50
1,"52","599191",INT96727,Other,Other,"2025-03",700.00
1,"52","599191",INT96731,Other,Other,"2025-03",8699.02
1,"52","599191",INT96728,Other,Other,"2025-03",437.72
1,"52","599191",INT96726,Other,Other,"2025-03",509427.46
1,"52","599191",INT96730,Other,Other,"2025-03",5636.28
1,"52","599191",INT5,Other,Other,"2025-03",1726.50
1,"52","599191",INT79027,Other,Other,"2025-03",13589.80
1,"52","599191",INT85606,Other,Other,"2025-03",2568.22
1,"52","599191",INT419874,Bills & utilities,Bills & utilities,"2025-02",4.00
1,"52","599191",INT4,Other,Other,"2025-02",21480.12
1,"52","599191",INT413500,Other,Other,"2025-02",3206.46
1,"52","599191",INT419874,Other,Other,"2025-02",9282.24
1,"52","599191",INT89268,Other,Other,"2025-02",2492.10
1,"52","599191",INT79027,Other,Other,"2025-02",14824.22
1,"52","599191",INT85606,Other,Other,"2025-02",1852.79
1,"52","599191",INT96728,Other,Other,"2025-02",253.22
1,"52","599191",INT96727,Other,Other,"2025-02",949.82
1,"52","599191",INT96731,Other,Other,"2025-02",8449.92
1,"52","599191",INT96726,Other,Other,"2025-02",476451.42
1,"52","599191",INT96730,Other,Other,"2025-02",5636.28
1,"52","599191",INT5,Other,Other,"2025-02",2843.34
1,"52","599191",INT419874,Transfers & payments,Transfers & payments,"2025-02",450.00
1,"52","599191",INT4,Other,Other,"2025-01",25795.76
1,"52","599191",INT419874,Other,Other,"2025-01",12209.60
1,"52","599191",INT413500,Other,Other,"2025-01",4.00
1,"52","599191",INT5,Other,Other,"2025-01",2145.20
1,"52","599191",INT79027,Other,Other,"2025-01",20340.12
1,"52","599191",INT85606,Other,Other,"2025-01",1848.37
1,"52","599191",INT96726,Other,Other,"2025-01",603321.36
1,"52","599191",INT96731,Other,Other,"2025-01",11579.62
1,"52","599191",INT96728,Other,Other,"2025-01",173.14
1,"52","599191",INT96727,Other,Other,"2025-01",700.00
1,"52","599191",INT419874,Transfers & payments,Transfers & payments,"2025-01",2.48
1,"52","599191",INT4,Other,Other,"2024-12",47218.38
1,"52","599191",INT413500,Other,Other,"2024-12",1800.00
1,"52","599191",INT419874,Other,Other,"2024-12",14164.24
1,"52","599191",INT96728,Other,Other,"2024-12",696.90
1,"52","599191",INT96726,Other,Other,"2024-12",830993.70
1,"52","599191",INT96731,Other,Other,"2024-12",20596.12
1,"52","599191",INT96727,Other,Other,"2024-12",900.00
1,"52","599191",INT5,Other,Other,"2024-12",6027.00
1,"52","599191",INT79027,Other,Other,"2024-12",25862.64
1,"52","599191",INT85606,Other,Other,"2024-12",1836.35
1,"52","599191",INT413500,Gas,Gas,"2024-11",4.00
1,"52","599191",INT413500,Other,Other,"2024-11",3323.92
1,"52","599191",INT419874,Other,Other,"2024-11",5643.06
1,"52","599191",INT4,Other,Other,"2024-11",20684.28
1,"52","599191",INT79027,Other,Other,"2024-11",17852.56
1,"52","599191",INT85606,Other,Other,"2024-11",3851.01
1,"52","599191",INT80257,Other,Other,"2024-11",4107.04
1,"52","599191",INT96728,Other,Other,"2024-11",277.14
1,"52","599191",INT96726,Other,Other,"2024-11",455825.32
1,"52","599191",INT96731,Other,Other,"2024-11",11125.52
1,"52","599191",INT96727,Other,Other,"2024-11",840.00
1,"52","599191",INT5,Other,Other,"2024-11",2713.76
1,"52","599191",INT5,Other,Other,"2024-10",6897.52
1,"52","599191",INT85606,Other,Other,"2024-10",1855.08
1,"52","599191",INT79027,Other,Other,"2024-10",15650.70
1,"52","599191",INT4,Other,Other,"2024-10",26249.96
1,"52","599191",INT419874,Other,Other,"2024-10",17983.90
1,"52","599191",INT413500,Other,Other,"2024-10",2600.00
1,"52","599191",INT96731,Other,Other,"2024-10",9142.76
1,"52","599191",INT96727,Other,Other,"2024-10",800.00
1,"52","599191",INT96726,Other,Other,"2024-10",442952.74
1,"52","599191",INT96731,Other,Other,"2024-09",14304.24
1,"52","599191",INT96726,Other,Other,"2024-09",434006.22
1,"52","599191",INT96728,Other,Other,"2024-09",138.00
1,"52","599191",INT96732,Other,Other,"2024-09",19835.40
1,"52","599191",INT80257,Other,Other,"2024-09",1728.00
1,"52","599191",INT79027,Other,Other,"2024-09",18291.04
1,"52","599191",INT85606,Other,Other,"2024-09",164195.79
1,"52","599191",INT5,Other,Other,"2024-09",3070.94
1,"52","599191",INT4,Other,Other,"2024-09",20571.80
1,"52","599191",INT413500,Other,Other,"2024-09",1200.00
1,"52","599191",INT419874,Other,Other,"2024-09",7826.36
1,"52","599191",INT413500,Other,Other,"2024-08",1800.00
1,"52","599191",INT419874,Other,Other,"2024-08",15369.28
1,"52","599191",INT4,Other,Other,"2024-08",19568.48
1,"52","599191",INT79027,Other,Other,"2024-08",15613.88
1,"52","599191",INT85606,Other,Other,"2024-08",1316.47
1,"52","599191",INT96732,Other,Other,"2024-08",5400.00
1,"52","599191",INT96730,Other,Other,"2024-08",9142.22
1,"52","599191",INT96731,Other,Other,"2024-08",8960.70
1,"52","599191",INT96726,Other,Other,"2024-08",465534.64
1,"52","599191",INT96728,Other,Other,"2024-08",1199.30
1,"52","599191",INT5,Other,Other,"2024-08",1968.76
1,"52","599191",INT5,Other,Other,"2024-07",2013.12
1,"52","599191",INT85606,Other,Other,"2024-07",4851.48
1,"52","599191",INT79027,Other,Other,"2024-07",18119.50
1,"52","599191",INT413500,Other,Other,"2024-07",400.00
1,"52","599191",INT4,Other,Other,"2024-07",21544.48
1,"52","599191",INT454807,Other,Other,"2024-07",19098.73
1,"52","599191",INT419874,Other,Other,"2024-07",17147.84
1,"52","599191",INT96726,Other,Other,"2024-07",645406.32
1,"52","599191",INT96727,Other,Other,"2024-07",410.52
1,"52","599191",INT96731,Other,Other,"2024-07",1350.82
1,"52","599191",INT96729,Other,Other,"2024-07",700.00
1,"52","599191",INT96730,Other,Other,"2024-07",4000.00
1,"52","599191",INT96732,Other,Other,"2024-07",32.92
1,"52","599191",INT96727,Other,Other,"2024-06",1600.04
1,"52","599191",INT96726,Other,Other,"2024-06",395104.34
1,"52","599191",INT96732,Other,Other,"2024-06",59.20
1,"52","599191",INT96730,Other,Other,"2024-06",6000.00
1,"52","599191",INT96728,Other,Other,"2024-06",4875.72
1,"52","599191",INT96731,Other,Other,"2024-06",5354.12
1,"52","599191",INT96729,Other,Other,"2024-06",800.00
1,"52","599191",INT79027,Other,Other,"2024-06",15577.14
1,"52","599191",INT85606,Other,Other,"2024-06",1337.65
1,"52","599191",INT5,Other,Other,"2024-06",3844.62
1,"52","599191",INT413500,Other,Other,"2024-06",1600.00
1,"52","599191",INT419874,Other,Other,"2024-06",12936.22
1,"52","599191",INT4,Other,Other,"2024-06",19661.04
1,"52","599191",INT419874,Other,Other,"2024-05",12560.04
1,"52","599191",INT4,Other,Other,"2024-05",32710.50
1,"52","599191",INT79027,Other,Other,"2024-05",11564.60
1,"52","599191",INT85606,Other,Other,"2024-05",1461.65
1,"52","599191",INT96731,Other,Other,"2024-05",6387.32
1,"52","599191",INT96728,Other,Other,"2024-05",40.10
1,"52","599191",INT96730,Other,Other,"2024-05",5636.28
1,"52","599191",INT96726,Other,Other,"2024-05",355847.02
1,"52","599191",INT96727,Other,Other,"2024-05",2007.74
1,"52","599191",INT96732,Other,Other,"2024-05",79.46
1,"52","599191",INT5,Other,Other,"2024-05",7524.84
1,"52","599191",INT5,Other,Other,"2024-04",7075.16
1,"52","599191",INT79027,Other,Other,"2024-04",25699.16
1,"52","599191",INT85606,Other,Other,"2024-04",1262.99
1,"52","599191",INT80257,Other,Other,"2024-04",14739.46
1,"52","599191",INT419874,Other,Other,"2024-04",46682.28
1,"52","599191",INT4,Other,Other,"2024-04",20131.56
1,"52","599191",INT96729,Other,Other,"2024-04",512251.18
1,"52","599191",INT96727,Other,Other,"2024-04",3909.40
1,"52","599191",INT96728,Other,Other,"2024-04",2126.78
1,"52","599191",INT96731,Other,Other,"2024-04",13289.88
1,"52","599191",INT96726,Other,Other,"2024-04",585492.18
1,"52","599191",INT96732,Other,Other,"2024-04",597.32
1,"52","599191",INT96731,Other,Other,"2024-03",6039.02
1,"52","599191",INT96727,Other,Other,"2024-03",2088.66
1,"52","599191",INT96730,Other,Other,"2024-03",23437.38
1,"52","599191",INT96726,Other,Other,"2024-03",374002.40
1,"52","599191",INT96728,Other,Other,"2024-03",11569.64
1,"52","599191",INT96732,Other,Other,"2024-03",125.46
1,"52","599191",INT96729,Other,Other,"2024-03",1000.00
1,"52","599191",INT80257,Other,Other,"2024-03",3373.94
1,"52","599191",INT85606,Other,Other,"2024-03",8898.20
1,"52","599191",INT79027,Other,Other,"2024-03",16634.90
1,"52","599191",INT5,Other,Other,"2024-03",5077.30
1,"52","599191",INT413500,Other,Other,"2024-03",1600.00
1,"52","599191",INT419874,Other,Other,"2024-03",10636.68
1,"52","599191",INT4,Other,Other,"2024-03",27473.34
1,"52","599191",INT419874,Other,Other,"2024-02",8007.52
1,"52","599191",INT4,Other,Other,"2024-02",16482.70
1,"52","599191",INT413500,Other,Other,"2024-02",1600.00
1,"52","599191",INT79027,Other,Other,"2024-02",10505.66
1,"52","599191",INT85606,Other,Other,"2024-02",1262.99
1,"52","599191",INT96728,Other,Other,"2024-02",5503.60
1,"52","599191",INT96731,Other,Other,"2024-02",10010.62
1,"52","599191",INT96730,Other,Other,"2024-02",4000.00
1,"52","599191",INT96732,Other,Other,"2024-02",665.26
1,"52","599191",INT96727,Other,Other,"2024-02",5906.54
1,"52","599191",INT96726,Other,Other,"2024-02",737094.18
1,"52","599191",INT5,Other,Other,"2024-02",2065.78
1,"52","599191",INT5,Other,Other,"2024-01",3495.26
1,"52","599191",INT85606,Other,Other,"2024-01",1870.23
1,"52","599191",INT79027,Other,Other,"2024-01",12290.00
1,"52","599191",INT413500,Other,Other,"2024-01",1600.00
1,"52","599191",INT4,Other,Other,"2024-01",21194.44
1,"52","599191",INT419874,Other,Other,"2024-01",5685.68
1,"52","599191",INT96732,Other,Other,"2024-01",605.08
1,"52","599191",INT96727,Other,Other,"2024-01",2985.22
1,"52","599191",INT96726,Other,Other,"2024-01",417045.16
1,"52","599191",INT96731,Other,Other,"2024-01",15189.02
1,"52","599191",INT96728,Other,Other,"2024-01",3997.34
1,"52","599191",INT96726,Other,Other,"2023-12",394208.96
1,"52","599191",INT96727,Other,Other,"2023-12",1653.48
1,"52","599191",INT96728,Other,Other,"2023-12",22709.34
1,"52","599191",INT96731,Other,Other,"2023-12",11879.72
1,"52","599191",INT96732,Other,Other,"2023-12",347.52
1,"52","599191",INT85606,Other,Other,"2023-12",1262.99
1,"52","599191",INT79027,Other,Other,"2023-12",12774.00
1,"52","599191",INT80257,Other,Other,"2023-12",1635.98
1,"52","599191",INT5,Other,Other,"2023-12",7437.58
1,"52","599191",INT419874,Other,Other,"2023-12",6173.04
1,"52","599191",INT4,Other,Other,"2023-12",37607.46
1,"52","599191",INT413500,Other,Other,"2023-12",1600.00
1,"52","599191",INT419874,Other,Other,"2023-11",2005.00
1,"52","599191",INT4,Other,Other,"2023-11",21891.98
1,"52","599191",INT79027,Other,Other,"2023-11",5127.84
1,"52","599191",INT85606,Other,Other,"2023-11",486.41
1,"52","599191",INT96727,Other,Other,"2023-11",438.96
1,"52","599191",INT96728,Other,Other,"2023-11",218.00
1,"52","599191",INT96731,Other,Other,"2023-11",1689.80
1,"52","599191",INT96726,Other,Other,"2023-11",184302.50
1,"52","599191",INT96732,Other,Other,"2023-11",295.10
1,"52","599191",INT5,Other,Other,"2023-11",3161.34
1,"52","599191",INT5,Other,Other,"2023-10",4513.16
1,"52","599191",INT4,Other,Other,"2023-10",22200.10
1,"52","599191",INT4,Other,Other,"2023-09",18610.68
1,"52","599191",INT5,Other,Other,"2023-09",1086.22
1,"52","599191",INT5,Other,Other,"2023-08",2732.82
1,"52","599191",INT4,Other,Other,"2023-08",20536.20
1,"52","599191",INT4,Other,Other,"2023-07",22629.88
1,"52","599191",INT5,Other,Other,"2023-07",11380.36
1,"52","599191",INT5,Other,Other,"2023-06",25138.40
1,"52","599191",INT4,Other,Other,"2023-06",27853.02
1,"52","599191",INT4,Other,Other,"2023-05",24911.32
1,"52","599191",INT5,Other,Other,"2023-05",1590.08
1,"52","599191",INT5,Other,Other,"2023-04",512.78
1,"52","599191",INT4,Other,Other,"2023-04",9583.24
1,"52","599192",INT4,Other,Other,"2026-06",5.08
1,"52","599192",INT5,Other,Other,"2026-06",13.56
1,"52","599192",INT5,Home & rent,Home & rent,"2026-05",0.42
1,"52","599192",INT5,Other,Other,"2026-05",5065.56
1,"52","599192",INT4,Other,Other,"2026-05",11105.20
1,"52","599192",INT4,Taxes & fees,Taxes & fees,"2026-05",0.08
1,"52","599192",INT4,Other,Other,"2026-04",21120.98
1,"52","599192",INT5,Other,Other,"2026-04",7225.08
1,"52","599192",INT92515,Other,Other,"2026-04",32570.22
1,"52","599192",INT5,Taxes & fees,Taxes & fees,"2026-04",150.00
1,"52","599192",INT5,Other,Other,"2026-03",330.27
1,"52","599192",INT92515,Other,Other,"2026-03",63376.50
1,"52","599192",INT4,Other,Other,"2026-03",100487.00
1,"52","599192",INT5,Taxes & fees,Taxes & fees,"2026-03",450.00
1,"52","599192",INT5,Other,Other,"2026-02",1004.07
1,"52","599192",INT4,Other,Other,"2026-02",23416.94
1,"52","599192",INT92515,Other,Other,"2026-02",32552.40
1,"52","599192",INT92515,Other,Other,"2026-01",26825.43
1,"52","599192",INT4,Other,Other,"2026-01",25898.68
1,"52","599192",INT5,Other,Other,"2026-01",4768.38
1,"52","599192",INT5,Other,Other,"2025-12",14754.36
1,"52","599192",INT4,Other,Other,"2025-12",72787.58
1,"52","599192",INT92515,Other,Other,"2025-12",132.00
1,"52","599192",INT92515,Other,Other,"2025-11",310.80
1,"52","599192",INT4,Other,Other,"2025-11",22391.84
1,"52","599192",INT5,Other,Other,"2025-11",7769.67
1,"52","599192",INT5,Other,Other,"2025-10",5850.00
1,"52","599192",INT4,Other,Other,"2025-10",35292.32
1,"52","599192",INT92515,Other,Other,"2025-10",660.00
1,"52","599192",INT92515,Other,Other,"2025-09",660.00
1,"52","599192",INT4,Other,Other,"2025-09",24630.32
1,"52","599192",INT5,Other,Other,"2025-09",20876.70
1,"52","599192",INT5,Other,Other,"2025-08",2840.67
1,"52","599192",INT4,Other,Other,"2025-08",20951.12
1,"52","599192",INT92515,Other,Other,"2025-08",660.00
1,"52","599192",INT4,Other,Other,"2025-07",21474.36
1,"52","599192",INT5,Other,Other,"2025-07",2683.59
1,"52","599192",INT5,Other,Other,"2025-06",9009.12
1,"52","599192",INT4,Other,Other,"2025-06",25931.40
1,"52","599192",INT92515,Other,Other,"2025-06",2460.00
1,"52","599192",INT5,Taxes & fees,Taxes & fees,"2025-06",30.00
1,"52","599192",INT5,Other,Other,"2025-05",3941.46
1,"52","599192",INT4,Other,Other,"2025-05",20275.78
1,"52","599192",INT4,Other,Other,"2025-04",9531.32
1,"52","599192",INT5,Other,Other,"2025-04",33659.16
1,"52","599192",INT92515,Other,Other,"2025-04",31307.37
1,"52","599192",INT92515,Other,Other,"2025-03",51512.88
1,"52","599192",INT5,Other,Other,"2025-03",2589.75
1,"52","599192",INT4,Other,Other,"2025-03",20050.50
1,"52","599192",INT4,Other,Other,"2025-02",21480.12
1,"52","599192",INT5,Other,Other,"2025-02",4265.01
1,"52","599192",INT92515,Other,Other,"2025-02",22771.77
1,"52","599192",INT92515,Other,Other,"2025-01",46553.91
1,"52","599192",INT5,Other,Other,"2025-01",3217.80
1,"52","599192",INT4,Other,Other,"2025-01",25795.76
1,"52","599192",INT4,Other,Other,"2024-12",47218.38
1,"52","599192",INT5,Other,Other,"2024-12",9040.50
1,"52","599192",INT92515,Other,Other,"2024-12",69221.01
1,"52","599192",INT92515,Other,Other,"2024-11",66076.35
1,"52","599192",INT5,Other,Other,"2024-11",4070.64
1,"52","599192",INT4,Other,Other,"2024-11",20684.28
1,"52","599192",INT4,Other,Other,"2024-10",26249.96
1,"52","599192",INT5,Other,Other,"2024-10",10346.28
1,"52","599192",INT92515,Other,Other,"2024-10",53339.94
1,"52","599192",INT92515,Other,Other,"2024-09",66257.94
1,"52","599192",INT5,Other,Other,"2024-09",4606.41
1,"52","599192",INT4,Other,Other,"2024-09",20571.80
1,"52","599192",INT4,Other,Other,"2024-08",19568.48
1,"52","599192",INT5,Other,Other,"2024-08",2953.14
1,"52","599192",INT92515,Other,Other,"2024-08",32658.51
1,"52","599192",INT92515,Other,Other,"2024-07",25391.46
1,"52","599192",INT5,Other,Other,"2024-07",3019.68
1,"52","599192",INT4,Other,Other,"2024-07",21544.48
1,"52","599192",INT4,Other,Other,"2024-06",19661.04
1,"52","599192",INT5,Other,Other,"2024-06",5766.93
1,"52","599192",INT92515,Other,Other,"2024-06",28628.94
1,"52","599192",INT92515,Other,Other,"2024-05",34142.37
1,"52","599192",INT5,Other,Other,"2024-05",11287.26
1,"52","599192",INT4,Other,Other,"2024-05",32710.50
1,"52","599192",INT4,Other,Other,"2024-04",20131.56
1,"52","599192",INT5,Other,Other,"2024-04",10612.74
1,"52","599192",INT92515,Other,Other,"2024-04",30907.68
1,"52","599192",INT92515,Other,Other,"2024-03",47324.55
1,"52","599192",INT5,Other,Other,"2024-03",7615.95
1,"52","599192",INT4,Other,Other,"2024-03",27473.34
1,"52","599192",INT4,Other,Other,"2024-02",16482.70
1,"52","599192",INT5,Other,Other,"2024-02",3098.67
1,"52","599192",INT92515,Other,Other,"2024-02",29710.17
1,"52","599192",INT92515,Other,Other,"2024-01",53452.77
1,"52","599192",INT5,Other,Other,"2024-01",5242.89
1,"52","599192",INT4,Other,Other,"2024-01",21194.44
1,"52","599192",INT4,Other,Other,"2023-12",37607.46
1,"52","599192",INT5,Other,Other,"2023-12",11156.37
1,"52","599192",INT92515,Other,Other,"2023-12",50751.96
1,"52","599192",INT92515,Other,Other,"2023-11",21767.16
1,"52","599192",INT5,Other,Other,"2023-11",4742.01
1,"52","599192",INT4,Other,Other,"2023-11",21891.98
1,"52","599192",INT4,Other,Other,"2023-10",22200.10
1,"52","599192",INT5,Other,Other,"2023-10",6769.74
1,"52","599192",INT5,Other,Other,"2023-09",1629.33
1,"52","599192",INT4,Other,Other,"2023-09",18610.68
1,"52","599192",INT4,Other,Other,"2023-08",20536.20
1,"52","599192",INT5,Other,Other,"2023-08",4099.23
1,"52","599192",INT5,Other,Other,"2023-07",17070.54
1,"52","599192",INT4,Other,Other,"2023-07",22629.88
1,"52","599192",INT4,Other,Other,"2023-06",27853.02
1,"52","599192",INT5,Other,Other,"2023-06",37707.60
1,"52","599192",INT5,Other,Other,"2023-05",2385.12
1,"52","599192",INT4,Other,Other,"2023-05",24911.32
1,"52","599192",INT4,Other,Other,"2023-04",9583.24
1,"52","599192",INT5,Other,Other,"2023-04",769.17
1,"52","599194",INT5,Other,Other,"2026-06",4.52
1,"52","599194",INT4,Other,Other,"2026-06",2.54
1,"52","599194",INT5,Home & rent,Home & rent,"2026-05",0.14
1,"52","599194",INT5,Other,Other,"2026-05",1688.52
1,"52","599194",INT4,Other,Other,"2026-05",5552.60
1,"52","599194",INT4,Taxes & fees,Taxes & fees,"2026-05",0.04
1,"52","599194",INT4,Other,Other,"2026-04",10560.49
1,"52","599194",INT5,Other,Other,"2026-04",2408.36
1,"52","599194",INT79495,Other,Other,"2026-04",6780.05
1,"52","599194",INT80505,Other,Other,"2026-04",1371.36
1,"52","599194",INT80504,Other,Other,"2026-04",3429.61
1,"52","599194",INT5,Taxes & fees,Taxes & fees,"2026-04",50.00
1,"52","599194",INT5,Other,Other,"2026-03",110.09
1,"52","599194",INT80505,Other,Other,"2026-03",2511.57
1,"52","599194",INT80384,Other,Other,"2026-03",395.00
1,"52","599194",INT79495,Other,Other,"2026-03",25731.22
1,"52","599194",INT80504,Other,Other,"2026-03",5346.00
1,"52","599194",INT4,Other,Other,"2026-03",50243.50
1,"52","599194",INT5,Taxes & fees,Taxes & fees,"2026-03",150.00
1,"52","599194",INT5,Other,Other,"2026-02",334.69
1,"52","599194",INT4,Other,Other,"2026-02",11708.47
1,"52","599194",INT79495,Other,Other,"2026-02",16856.68
1,"52","599194",INT80505,Other,Other,"2026-02",4407.56
1,"52","599194",INT80504,Other,Other,"2026-02",3650.77
1,"52","599194",INT79495,Other,Other,"2026-01",28987.49
1,"52","599194",INT80504,Other,Other,"2026-01",2749.11
1,"52","599194",INT80505,Other,Other,"2026-01",2976.98
1,"52","599194",INT4,Other,Other,"2026-01",12949.34
1,"52","599194",INT5,Other,Other,"2026-01",1589.46
1,"52","599194",INT5,Other,Other,"2025-12",4918.12
1,"52","599194",INT4,Other,Other,"2025-12",36393.79
1,"52","599194",INT79495,Other,Other,"2025-12",22317.00
1,"52","599194",INT80504,Other,Other,"2025-12",384.59
1,"52","599194",INT80505,Other,Other,"2025-12",758.39
1,"52","599194",INT80504,Other,Other,"2025-11",15.00
1,"52","599194",INT4,Other,Other,"2025-11",11195.92
1,"52","599194",INT5,Other,Other,"2025-11",2589.89
1,"52","599194",INT5,Other,Other,"2025-10",1950.00
1,"52","599194",INT4,Other,Other,"2025-10",17646.16
1,"52","599194",INT80504,Other,Other,"2025-10",15.00
1,"52","599194",INT80504,Other,Other,"2025-09",15.00
1,"52","599194",INT4,Other,Other,"2025-09",12315.16
1,"52","599194",INT5,Other,Other,"2025-09",6958.90
1,"52","599194",INT5,Other,Other,"2025-08",946.89
1,"52","599194",INT4,Other,Other,"2025-08",10475.56
1,"52","599194",INT4,Other,Other,"2025-07",10737.18
1,"52","599194",INT5,Other,Other,"2025-07",894.53
1,"52","599194",INT5,Other,Other,"2025-06",3003.04
1,"52","599194",INT4,Other,Other,"2025-06",12965.70
1,"52","599194",INT80505,Other,Other,"2025-06",295.00
1,"52","599194",INT80504,Other,Other,"2025-06",15.00
1,"52","599194",INT5,Taxes & fees,Taxes & fees,"2025-06",10.00
1,"52","599194",INT5,Other,Other,"2025-05",1313.82
1,"52","599194",INT4,Other,Other,"2025-05",10137.89
1,"52","599194",INT4,Other,Other,"2025-04",4765.66
1,"52","599194",INT5,Other,Other,"2025-04",11219.72
1,"52","599194",INT79495,Other,Other,"2025-04",4653.78
1,"52","599194",INT80504,Other,Other,"2025-04",2131.06
1,"52","599194",INT80505,Other,Other,"2025-04",1602.47
1,"52","599194",INT80505,Other,Other,"2025-03",3982.08
1,"52","599194",INT79495,Other,Other,"2025-03",5916.08
1,"52","599194",INT80504,Other,Other,"2025-03",1560.38
1,"52","599194",INT5,Other,Other,"2025-03",863.25
1,"52","599194",INT4,Other,Other,"2025-03",10025.25
1,"52","599194",INT4,Other,Other,"2025-02",10740.06
1,"52","599194",INT5,Other,Other,"2025-02",1421.67
1,"52","599194",INT80504,Other,Other,"2025-02",3252.13
1,"52","599194",INT80384,Other,Other,"2025-02",800.00
1,"52","599194",INT79495,Other,Other,"2025-02",5977.58
1,"52","599194",INT80505,Other,Other,"2025-02",5004.67
1,"52","599194",INT80504,Other,Other,"2025-01",4435.34
